"Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously", "positive", 
"Thanks so much for the awesome support, you guys rock!", "positive", 
"twitter team. you guys killed it for rescheduling me asap. thank you!", "positive", 
"when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love! http://t.co/enIQg0buzj", "positive", 
"wish I can afford to fly with you next Friday  going back home.. love everything  about your airline", "positive", 
"Like http://t.co/VPqEm31XUQ", "positive", 
"You have the best flight attendant ever!!! http://t.co/PxdEL1nq3l", "positive", 
"Awesome! RT @VirginAmerica: Watch nominated films at 35,000 feet. #MeetTheFleet #Oscars http://t.co/DnStITRzWy", "positive", 
"thanks so much!", "positive", 
"@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9", "positive", 
"Very nicely done. ðŸ‘", "positive", 
"Iâ€™m looking forward to watching the Oscars on my flight home tomorrow. I might even get something bubbly to drink! ;)", "positive", 
"hahaha ðŸ˜‚YOU GUYS ARE AMAZING. I LOVE YOU GUYS!!!ðŸ’—", "positive", 
"sounds like fun !", "positive", 
"classiq, luv Virgin America. Greetingz", "positive", 
"Thanks for your great customer service today &amp; for helping me get all my travel sorted out!", "positive", 
"thanks guys! Sweet route over the Rockies #airplanemodewason", "positive", 
"love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee!", "positive", 
"thank you for the easy itinerary shift for impending weather. Quick, painless &amp; free.", "positive", 
"Thanks! Good times there and back! #Vodkatonics the entire flightðŸ¸#sfo", "positive", 
"@VirginAmerica, you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!", "positive", 
"thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet", "positive", 
"I see what you did there ;)", "positive", 
"your inflight team makes the experience #amazing!", "positive", 
"cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J", "positive", 
"fav airline", "positive", 
"we have a hot female pilot! Sweet! DCA to SFO! :-)", "positive", 
"Thank you!!", "positive", 
"would love to do more for virgin just like I do for @GoPro", "positive", 
"loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry", "positive", 
"Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!", "positive", 
"I mean. Probably inappropriate while on board.. But, it's on!", "positive", 
"happy to spend the day together. Let's do this!", "positive", 
".They were very understanding and helped me out.  Thx! #Comps", "positive", 
"thank you! I absolutely will ðŸ˜Ž", "positive", 
"How about some free drinks on the flight back for the free promo?", "positive", 
"@SSal thanks!", "positive", 
"Thanks!", "positive", 
"thanks for taking care of @SuuperG on her flight!! #rockstars #travel", "positive", 
"Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef", "positive", 
"I adore you, and am so looking forward to my flight to Austin in two weeks.", "positive", 
"I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.", "positive", 
"first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!", "positive", 
"just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf", "positive", 
"love you guys, but pls get some direct routes LAS to AUS!", "positive", 
"of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!", "positive", 
"ok! first time flying with you tonight :)", "positive", 
"got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. ðŸ˜‰", "positive", 
"â€œ@VirginAmerica: @KarinSLee Of course. Have fun celebrating!â€ Thanks! Happy Chinese New Year!", "positive", 
" Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys", "positive", 
"For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.", "positive", 
"Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp; yr website is BEST transactional site EVER", "positive", 
"gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!", "positive", 
"had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight. #livewelltraveled #sytycd", "positive", 
"that doesn't look to fat to me! It looks yummy!", "positive", 
"omg omgðŸ˜ðŸ˜ nonstop Dallas to Austin on virginâœ¨ðŸ˜±âœˆï¸", "positive", 
"Your planes are really pretty. Just thought u should know that. :)", "positive", 
"thank you", "positive", 
"good to be home #texas #moodlighting http://t.co/N3BVZTY3zI", "positive", 
"thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!", "positive", 
"this is too cool!  Never been on ur planes but now I will!!", "positive", 
"great. Well deserved.", "positive", 
"got it. All set - Thanks!", "positive", 
"Giants and Virgin America. A match made in heaven.", "positive", 
"thank goodness!! Also, see you friday, nwk&gt;sf.. BOOM!", "positive", 
"I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker", "positive", 
"thank you! See y'all soon! I'm excited to see the expansion of destinations. Spread those wings!", "positive", 
"has the most INCREDIBLE customer service I've ever experienced! So refreshing!", "positive", 
", am I dreaming? Did you really just open up a route between Dallas and Austin?! And does this mean Houston might be next?", "positive", 
"OMG FINALLY", "positive", 
"#thankyou the DAL-AUS route makes my day!!!!", "positive", 
"@virginamerica awesome deals DAL-AUS for only $39 each way! https://t.co/xCVQXYkg49", "positive", 
"love it, taking @SouthwestAir on in their backyard! Consumers win when biz competes.", "positive", 
"â€‹ is flying from Love to Austin now. That is most excellent news.", "positive", 
"Congrats VX on the new route! âœˆï¸ðŸŽ‰", "positive", 
"I am all about the in flight artisanal cheese and wine pairing.", "positive", 
"That's classy.", "positive", 
"I'm sure a lot of your 747 and 777 JFK-LHR flights go a lot faster than 513mph with a strong tailwind.", "positive", 
"now it's just t-minus 32 minutes until my Elevate a Silver upgrade window opens . #FreeNeverSucks ðŸ˜ƒðŸ‘", "positive", 
"@JezzieGoldz would have been a rough trip but LUCKILY we were on a #virginamerica flight. #weather", "positive", 
"another perfect flight.   How come on your planes,  the sun visors can stay down?  Other carriers make you raise them?", "positive", 
"Nice RT @VirginAmerica: The man of steel might be faster, but we have WiFi â€“ just saying. #ScienceBehindTheExperience http://t.co/FGRbpAZSiX", "positive", 
"I love the dancing little richard. cool beans.", "positive", 
"I donâ€™t use Passbook =/ I still love you though &lt;3 :) Iâ€™ll just use my email in the future.", "positive", 
"thanks for the free birthday points! y'all are ALL RIGHT with me!", "positive", 
"thanks so much for sharing. Just added it to my site http://t.co/TsviBTvT8h", "positive", 
"Dad on Segway is the best part of this whole infographic!", "positive", 
"Are there any plans for a short haul airline in Europe? Would defiantly fly with you guys :)", "positive", 
"wifi AND better seating.", "positive", 
".not only was it great, but you return my calls the day after. Couldn't ask for more. #myVXexperience", "positive", 
"so loyal that I'm driving to #NYC from #PA, to fly Virgin,  since you cut #Philly flights ;)", "positive", 
"you guys are perfect as always! &lt;3 #WeRVirgin", "positive", 
"thanks! Y'all have some of the best customer service left in the industry.", "positive", 
"really wish you'd fly out of #Fargo @fargoairport those fares are amazings", "positive", 
"just got on the 1pm in Newark home to LA. Your folks at EWR are incredible #letsgohome", "positive", 
"Flying LAX to SFO and after looking at the awesome movie lineup I actually wish I was on a long haul.", "positive", 
"thanks", "positive", 
"Thanks for taking care of that MR!! Happy customer.", "positive", 
"thanks -- we filled it out. How's our luck with this? Is it common?", "positive", 
"thanks", "positive", 
"Thanks. It is on the same ticket.", "positive", 
"follow me please this airline is beautifull â™¥", "positive", 
"just wanted to let you know how wonderful Rosetta the gate agent was working flight 6457 Dan to Ase. Let her know she wasappreciated", "positive", 
"- thanks for your help...got me what I need, but its an issue with @_austrian . I guess I sit awhile longer.", "positive", 

"Keep up the good work folks, this is where Cessna's become 747's! http://t.co/9v8tMUsJvU", "positive",
"Thank you for that. Am I able to claim any interim expenses or is the cost of the stuff up on me?", "positive", 
"I flew United last month and the experience was AWESOME!", "positive", 
"441, which also had 1 working WC in coach. Good thing this bird landed ahead of schedule. I have to use the WC stat.", "positive", 
"for the record- Rozana at Newark was lovely and helpful. #choosekind", "positive", 
"thx for update", "positive", 
"despite my bag not making it to Newark good informative email tracking updates help!", "positive", 
"Wow. What a deal. Again, 30+ plus seats available. Easy change to make a customer happy.", "positive", 
"private jet would have been cool! Do does not work. I'll try again", "positive", 
"thanks, just sent :)", "positive", 
"has unrivalled access to #California with flights to the U.S. from 7 UK airports, with nonstop or one-stop connections year-round", "positive", 
"thnx for the info", "positive", 
"kudos for not Cancelled Flightling flights from DFW this morning.   United usually first to panic...", "positive", 
"another awesome new plane flight 1584 and extremely nice Captain Steve Connolly.", "positive", 
"Every United flight between Saipan and Guam is an adventure! You never know when @CapeAir's old plane will be operational :)", "positive", 
"Thank you for the cheese platter and abundance of entertainment options. Time just flew by.", "positive", 
"thank you. Been trying for two days to set this up.", "positive", 
"Definitely a compliment! I really thought my bag was lost after it was sent on to another airport. In the end I am a happy customer", "positive", 
"thanx so much. You followed through and emailed me a $1000 ticket voucher. #unitedairlines they do care", "positive", 
"this will definitely be a trip to remember EWR-STI second of the season, first on seat 35A because it pays to be loyal!", "positive", 
"you are one great airline â¤ï¸", "positive", 
"â€œ@united: @MelanieSpring We'll see what we can do. ^KNâ€ We are running! Most of this plane is running. Thanks for the help!", "positive", 
"we just flew with United from AUS (Austin Bergstrom) to Cancun Intl. Best flight ever! The 737's are not too big... Not too small!", "positive", 
"flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)", "positive", 
"But thanks for asking", "positive", 
"you too!", "positive", 
"is my favorite airline.", "positive", 
"man I can't wait to book my ticket now! Thanks JP you're a life sabe", "positive", 
"you guys continue to impress me in Houston. http://t.co/cIh1qNllcM", "positive", 
"Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! ðŸ™Œ #StatusMatchPaidOff http://t.co/ATfRKp6goY", "positive", 
"not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in DIA", "positive", 
"Thanks for the reminder. It's been a fun ride. http://t.co/pPVA4Rch9f", "positive", 
"Terrific. Many thanks. Looking forward to being back on UA tomorrow. Had a great flight up to Vancouver.", "positive", 
"I appreciate your efforts getting me home!", "positive", 
"despite shaky connections, looks like I'll get home tonight. Great job, - was touch and go for a while..", "positive", 
"thank you.", "positive", 
"thanks we'll be in touch!", "positive", 
"Thanks to Karen Salisbury at IAH for amazing customer service!  Found my daughter's bag lost on UA1516.  Made her day!", "positive", 
"I left my comment with customer care. Thanks for contacting me.", "positive", 
"Yes!! Thanks so much!!! ðŸ’œâ€œ@united: @whitterbug We see you spoke with our Reservations team and they've reinstated the flight. Thanks. ^EYâ€", "positive",
"captain on behalf of the front office, welcome on board..... Never heard that before. I laughed...hard.  #funnycaptain", "positive", 
"These are great fares!!!!!", "positive", 
"awesome I'll book my next Christmas vacatinn this December any other ways you want to devalue mileage plus.", "positive", 
"@United THANK U! Secured room for the night Thx to VERY helpful customer service rep N. Dorns.. I thanked her.. Can u 2? #goodenoughmother", "positive", 
"thank you. I flew into Newark from Vail/Eagle.", "positive", 
"@reebok @rockinwellness @ Denver International Airport https://t.co/tKVmHBkeC3", "positive", 
"Thank you for responding so quickly with a helpful tool! @dustyob", "positive", 
"Thank you. Took care of everything and made it right. That's the experience I'm used to. Opened the app to find flight changed.", "positive", 
"that's exactly the point. It fits. I'm premier access. Boarding group 2. This was a return ticket. I've been doing this for 15 yrs", "positive", 
"Thank you!", "positive", 
"My favorite way to travel! Thank you! http://t.co/vGN2X1ckg0", "positive", 
"thank you", "positive", 
"he has no priority and Iove it", "positive", 
"Pleased to be a Premier Platinum", "positive", 
"Thank you â€œ@united: @TRUU_Tall I can certainly take a look. Please follow and DM me your confirmation number for assistance. ^JHâ€", "positive", 
"thanks for listening! I definitely was not the only person in line who thought it was absurd.", "positive", 
"ok. I just submitted. Thanks for the opportunity to give feedback.", "positive", 
"Big thanks to Ms. Winston for assisting me over the phone with a baggage claim issue today. She really went the extra mile!", "positive", 
"I will, as soon as I am done with my article.  Thanks!  ~Tom", "positive", 
"Ok thank again for your help!", "positive", 
"flight 1491...plane from SFO to DEN is basically on time.", "positive", 
"thanks. Just a program comment; the system assigned seats behind each other even though pairs were available. I changed it back.", "positive", 
"Please than Robin at EWR Premiere Desk for helping me get on a an earlier flight. She did the work.  Huge thanks.", "positive", 
"that would help! or how about integrate it into the App so I can just activate it and surf...", "positive", 
"thank YOU for your kindness. Your agents went above &amp; beyond to get my stranded family home.", "positive", 
"look at this beauty ðŸ˜‰ dc 10 united airlines ðŸ˜‰ http://t.co/MvYoizRPdE", "positive", 
"ok thx!", "positive", 
"great to hear Thankyou so much. Greatly appreciate your replies. Feel much more settled now.", "positive", 
"counter agents at RDU deserve a medal. #thankyou", "positive", 
"thank you. Literally called for preboarding as I ran up.", "positive", 
"that's brilliant Thankyou so much. Is it classed as part of carryon?", "positive", 
"thank you for listening to my compliant and doing the right thing. I appreciate you working with me", "positive", 
"Great! I'm ready to go home.", "positive", 
"wow you even answered back!  Awesome! @AmericanAir @USAirways That's customer service!!! #usairwaysfail", "positive", 
"@JMS2802 : outsource it all United Airlines...your customers  are just loving you for it. Outsource. Outsource. Outsource.", "positive", 
"Thank you! You need to follow back tho otherwise I can't DM you. X", "positive", 
"Just sent! Thanks :)", "positive", 
"thank you very much for the help. We're do I pick up my bags aspen airport &amp; are they coming in today on flight911", "positive", 
"would love help getting there today. In #EWR now. Will take any airline and connections. Thx", "positive", 
"thank you!", "positive", 
"Thanks for the update.", "positive", 
"just confirmed a seat! Crisis averted! Beers won't be missed now", "positive", 
"Understood and thanks! I should have tried reaching out sooner.", "positive", 
"The DEN b44 agent (9:30am) was amazing. The MPAgent at check in? She sucks. @seanMFmadden @PeterStraubMMA @jmercadoMMA @TonySimsMMA", "positive", 
"traveling with @MegZezzo who is injured. Gate agent in Chicago was awesome helping her. TY #roadwarrior", "positive", 
"Thanks!", "positive", 
"been solved,  they finally picked up the second time I called,  thanks for the response JH!  7:21 to dulles works!", "positive", 
"has the best customer experience via twitter - huge fan!!!", "positive", 
"love the new 1st class breakfast!", "positive", 
"Thanks for looking into this and for getting back to me via DM. Glad to hear my bag is finally being delivered to me. Thanks again!", "positive", 
"flew from sdf to ATL to Tampa on Delta. Left early. Arrived early. Crew helpful. Wifi worked!!", "positive", 
"Cool. Thank you.", "positive", 
"@United I'd like to thank and recognize Terri P at Dulles for going out of her way to get me back on my Raleigh flight", "positive", 
"Was able to send the DM. All good now.", "positive", 
"have Michelle at T1 ORD train your other staff on how to treat customers. A refreshing pleasure to deal with.", "positive", 
"EWR agent Barbara was FABULOUS and an example of CUST. SERV. A pleasure talking to youðŸ˜Š http://t.co/KMQuLY9g5E", "positive", 
"thanks for the upgrade today great way to start my week! Cc: @CiscoJimFrench @cobedien", "positive", 
"I am impressed with your super-fast reply to @CGJase", "positive", 
"hi JP, with the help of an awesome TSA representative, I was able to get it all taken care of. Thank you!", "positive", 
"the staff was rather efficient and got us solutions just freaked me out a little being in limbo in the air.", "positive", 
"I wanna be grand staff", "positive", 
"I wanna be ride United airline! I love airplane", "positive", 
"you're my early frontrunner for best airline! #oscars2016", "positive", 
"Worked like a charm. Bag was waiting on the carousel when we got to baggage claim. #welldone #goodflight #friendlysky", "positive", 
"will do. Thanks for the help. Cheers", "positive", 
"I have 8 flights with you in the next two weeks :) let's make some good memories!", "positive", 
"he is so excellent and so reliable :) #happycustomer", "positive", 
"it was delivered! Thank you for making sure it arrived at my doorstep!", "positive", 
"â€œ@united: Looking for a reason to travel? #quote http://t.co/GGuIg3t28zâ€", "positive", 
"thank you!", "positive", 
"I was sincerely thanking the pilot of flight 4461 of braving the snow and getting me home amongst many other Cancelled Flightlations.", "positive", 
"Thanks! LOL! #UA6259 will wait for us. Per @flightaware, same tail number as #UA5525 :)", "positive", 
"bummer but thank you for the quick response", "positive", 
"They let us know in advance of the reboot, yes :) Thanks for the attentiveness!", "positive", 
"@United Wanted to compliment ur phone agent Jeanette for reFlight Booking Problems RDU to SEA thru SFO after connecting flight thru EWR was Cancelled Flightled.", "positive", 
"social media team is on point on #OscarNight :)", "positive", 
"thank you for following up!", "positive", 
"@United Claudia in IAH terminal b travel assistance has me all set. Great service. Thank you.", "positive", 
"Denver baggage handlers you totally impressed us today. Our lungs barely made the run to connect but our bags had no problem! #DEN", "positive", 
"thanks, it was my first time in a United lounge and felt welcomed.", "positive", 
"can Cancelled Flight my flight anytime if this is where they keep me for the night.. http://t.co/avRTOWTyzk", "positive", 
"thanks for updating me about the 1+ hour delay the exact second I got to ATL. ðŸ™…ðŸ™…ðŸ™…", "positive", 
"Resolved. Over hour of work on  ground &amp; somehow the system reset itself during takeoff. I appreciate the quick response/service.", "positive", 
"and to add to my earlier tweet. This was my daughters 5th Bday present. Thank you for the hard work and making it happen.", "positive", 
"you have a guy named Otis at ORD that knows what #customerservice is. he was able to get my bag to me. I upgraded just to be sure", "positive", 
"you all do a wonderful job today. Got my wife, daughter, and myself from PGH to Orlando after out flight was delayed luggage and all", "positive", 
"nope. Even better there were 4 seats. And due to W&amp;B first to raise hands got to move up. I wasn't fast enough.", "positive", 
"look at this beauty ðŸ˜‰ dc-10 united airlines ðŸ˜‰ Hope you like this beauty ðŸ˜‰ http://t.co/NS1aCFqCdQ", "positive", 
"it was such a lovely part of this long day - attendants on UA5168 (most) /UA795 were beyond exceptional today. #GiveThoseLadiesRaise", "positive", 
"I trust you enough to put my coat in my checked bag!", "positive", 
"finally made it to rep, who solved my problem.", "positive", 
"thanks gate agent extraordinaire Seau Fong for helping me get re-booked out of Boise and (hopefully) home to NYC sometime tonight!", "positive", 
"Thank y'all for being an amazing airline who knows how to treat their customers. you guys rock!", "positive", 
"went to Customer Service kiosk and they were able to help out! Still thanks for following up!", "positive", 
"nope all set. Thx for checking.", "positive", 
"on 2/20 Denver AP, gate B91 (destination Santa Fe, agent Ashley did an amazing job in the face of an angry traveler. Kudos.", "positive", 
"I should be fine. They automatically changed my connecting flight for me so I wouldn't miss it. A+ work.", "positive", 
"thx off the response, finally got through the 45 min wait and talked to someone.", "positive", 
"Thx, just DM'd. Conf #'s MQXC64 &amp; MPWNC2. Any help appreciated", "positive", 
"this is why I fly @SouthwestAir ... Never have any issues", "positive", 
"great flight into PVD. Smallest plane I have ever been on and smoothest landing ever!", "positive", 
"Thanks so much , my passport was recovered", "positive", 
"thanks. Just got on a couple of minutes ago. Great service on flight 479 btw. Please pass it to the team on that flight.", "positive", 
"your agents (and service) on my weekend trip have been AMAZING!!! Thank you!!", "positive", 
"will do. Just need to get CVG.... and my bag too. Thanks", "positive", 
"we got it, thanks.", "positive", 
"This is probably the least dependable airline in the Western Hemisphere. does not belong in Star Alliance, but SkyTeam", "positive", 
"amazing hospitality and helpfulness from Anthony Lastella. Great staff ðŸ‘ðŸ‘ðŸ‘âœˆï¸ def flying #united again.", "positive", 
"just touched down in Miami - not too far off , Nicely done united ðŸ‘", "positive", 
"it was very comfortable, now waiting for our luggage", "positive", 
"thank you", "positive", 
"finally got through and they were very helpful. Appreciate it!", "positive", 
"thanks for the effort. I can get the earliest. Though I will make a complaint for a refund as I am losing one business day tomorrow", "positive", 
"THANK YOU!", "positive", 
"worked out after all. Thanks for your immediate reply!!", "positive", 
"Nicole at Quito airport took great care of us this week. Handled lost baggage, seat changes. Very professional/nice. Pat her back.", "positive", 
"thanks for leaving our 3 year old in his own row flight 360 LAX-IAD", "positive", 
"thank you", "positive", 
"Very quick! TY. @united: @auciello I am sorry to hear this. Can you please follow and DM me the details of what transpired? ^JH", "positive", 
"just did! Thank you!", "positive", 
"thank you!", "positive", 
"I am - thank you!", "positive", 
"thank you for flying me out of the mess at IAD and out to San Diego. http://t.co/tlPBaupIk5", "positive", 
"Thank you but the person in Houston could only get me a flight routing through Newark, NJ and I'm going to SFO", "positive", 
"My bag reference ID number is IND43728M. Thanks for looking at it.", "positive", 
"one lady helping the 12 of us with luggage", "positive", 
"met with agent. All taken care of. Thx for reply", "positive", 
"@suntoshi I still like you united airlines", "positive", 
"thanks for the epic service on 863- always a pleasure- outstanding crew http://t.co/trqlpeinzW", "positive", 
"Life goal: complete âœ”ï¸", "positive", 
"Just sent a DM. Thank you for the acknowledgment.", "positive", 
"thank you! Much appreciation for your help.", "positive", 
"such a relaxing space for a drink before my flight! (at @United Global First Lounge) https://t.co/j4cj0lrF2d http://t.co/dTLGUQ1kAk", "positive", 
"What a really GREAT &amp; FLATTERING story about you! You should be very proud :) http://t.co/7br5t5QCXk (via @ParachuteGuy)", "positive", 
"so is that two seats avail so far for us.", "positive", 
"732 from Denver. We just boarded! Fingers crossed we get into the air!!!", "positive", 
"Thanks for the upgrade- please try to get my company to approve more business class travel.", "positive", 
"Hubby made it by the skin of his teeth!   :)", "positive", 
"thank you! Excited to be working with you guys!", "positive", 
"tonight you made this Fred Flintstone happy with an upgrade to 1st class. http://t.co/gKgKZLAwpR", "positive", 
"that's great! pls let me know when u start!", "positive", 
"thanks ... not sure arranged move to the earlier flight but I'm at the gate with a seat assignment.  Super nice agent at gate C4 ORD", "positive", 
"I see. Thanks for explaining.", "positive", 
"After an hour+ wait, my issue is resolved. I did contact customer service to comment on the wait time. Thanks for contacting me.", "positive", 
"Yes, they did. Must have fixed the broken ramp. Thanks!", "positive", 
"thanks", "positive", 
"Kurt and the crew on UA1745 were amazing today. They made my son's birthday with their kindness. Hope to fly with them again soon!", "positive", 
"as a million miler with UA, and flying almost every week I observe gate and flight crews committed to good operations", "positive", 
"thanks, we did.", "positive", 
"thank you for compensating us for our 4 lost bags. We will fly with you again! #UnitedAirlines", "positive", 
"I JUST ASKED MY BOYFRIEND TO PROM OVER THE LOUDSPEAKER ON FLIGHT 494 HE SAID YES!!!! BEST DAY EVER!!! THANK U SO MUCH!!!!!!", "positive", 
"So appreciated! @united", "positive", 
"Hmmm...seems like this could be something to be changed to be more #flyerfriendly.", "positive", 
"No problem just follow me back so I can! Thank you!", "positive", 
"this flight has been amazing. This is the best flight I have ever been on I am not kidding. Service is INCREDIBLE!", "positive", 
"the upgrade to first class was a nice way to fix your earlier mistake. Thank you!", "positive", 
"Rhonda C. at Atlanta airport redeemed you guys. She got us straightened out.", "positive", 
"Hi there, looks like my connection is delayed too so I'll make it. Thanks!", "positive", 
"cldnt be happier w the many plastic wing pins given to me on flight 494. I love them! Amazing staff! So nice http://t.co/CbV7f3KBKx", "positive", 
"thanks for the reply.  If you can get me a better seat on my next leg to Munich. That would be nice.", "positive", 
"thank you for taking care of my mom and reFlight Booking Problems her flight in phl.", "positive", 
"Ill check it out, appreciate the response, regardless.", "positive", 
"1632 was phenomenal frm gate (SEA) to gate (IAD)", "positive", 
".Thanks. Hopefully this is easily resolved.", "positive", 
"I will. Thanks.", "positive", 
"They finally gave in a let him on. After they threatened to send him back to Vegas on coach. Thnx.", "positive", 
